feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000103	14	1.96671191173842	1.8908909565809	1.29520168776343	0.658561978514982	7.35876215221234	0.51079	1
ENSDARG00000000189	7	0.808710884863249	0.586213345141312	0.820696509180324	1.01482065413167	2.13964788389915	0.98384	1
ENSDARG00000000229	4	0.781329671941431	0.293106672570656	1.20399305118997	1.5409539589074	1.56265934388286	0.93753	1
ENSDARG00000000324	2	1.20346307653074	1.20346307653074	1.70195380464502	1.4142135623731	1.70195380464502	0.68804	1
ENSDARG00000000370	5	3.87267603523561	4.07799763283299	2.8879439847378	0.745723101664531	8.6595668696212	0.04883	0.907494444444445
ENSDARG00000000394	5	2.20151139657037	1.67639096274403	1.91282248731471	0.868867856098588	4.92272913597185	0.36058	1
ENSDARG00000000489	3	1.232707803589	0.927420832205978	1.41035396120383	1.14411051596949	2.13511254670279	0.71658	1
ENSDARG00000000503	16	1.65323292409942	1.44578877578933	1.43922233057744	0.870550247093243	6.61293169639769	0.83157	1
ENSDARG00000000551	3	3.1204572770038	1.46258844270686	3.03045679307627	0.971157918235	5.40479054661862	0.14687	1
ENSDARG00000000567	4	0.896927274281925	0.558752866012154	0.750257058897356	0.836474796128825	1.79385454856385	0.9303	1
ENSDARG00000000666	10	1.24840813267257	1.04607541921809	0.814375956475228	0.652331505348194	3.947813148723	0.91907	1
ENSDARG00000000729	5	1.01497965394486	1.12903435013942	0.805823954935491	0.793931141184501	2.26956350199992	0.8943	1
ENSDARG00000000796	2	0.978876037833208	0.978876037833208	0.84967055291617	0.868006284837617	1.38433976858576	0.81626	1
ENSDARG00000000853	7	1.7657673616428	1.35502522725343	1.15447983349448	0.653811967857645	4.67178131210149	0.5877	1
ENSDARG00000001015	4	1.76911134662674	1.69471046660175	1.0513731299907	0.594294492540226	3.53822269325349	0.49589	1
ENSDARG00000001057	3	1.35200862350727	1.79709874247389	0.842654377280218	0.623261096585516	2.34174762818586	0.69755	1
ENSDARG00000001129	8	2.24540553525783	1.11498108649858	2.00819004389756	0.894355167636551	6.35096592197849	0.32196	1
ENSDARG00000001162	10	2.66950646515877	2.88014853749623	0.819396102753956	0.30694666353064	8.44172065844663	0.15573	1
ENSDARG00000001210	5	5.23165778916734	1.42405447347082	6.93144883119976	1.32490486009081	11.6983424515944	0.0148	0.555366336633663
ENSDARG00000001244	6	1.25732025195811	0.759984368947335	1.40950185742667	1.12103647040725	3.07979306056495	0.88256	1
ENSDARG00000001447	2	3.59294967851972	3.59294967851972	2.35359155403121	0.655058312701134	5.08119816428665	0.12899	1
ENSDARG00000001463	13	1.55761632915291	1.35165069132102	1.13242812968847	0.727026359761089	5.61606554226083	0.79019	1
ENSDARG00000001578	13	1.72357060166994	1.6244208892013	0.808358560531058	0.469002290795545	6.21442218120328	0.65701	1
